Stride_Length_m,Gait_Speed_ms,Stride_Time_s,MTC_m
0.08787951843485944,0.08787951843485944,1.0,0.0007002750079436737
0.07118097192974054,0.07118097192974054,1.0,0.00026523007652912156
0.05637013865060705,0.05637013865060705,1.0,5.1771194048200186e-05
0.08525606816516651,0.08789285377852218,0.97,0.00022618062581436504
0.08309520665403095,0.08309520665403095,1.0,0.00022844619433470825
0.06120644122313549,0.060600436854589594,1.01,0.0003098299998764986
0.08198602843771943,0.07591298929418465,1.08,4.651494286100899e-05
0.07157983707396473,0.07379364646800488,0.97,0.0005088085313218471
0.07587196270816517,0.08430218078685019,0.9,0.0035123500940077435
0.06569545353815319,0.06027105829188366,1.09,0.0021685782818021693
0.0602187483120039,0.05575810028889249,1.08,0.0007578292141889875
0.0958057041779293,0.08953804128778439,1.07,0.004023414783473456
0.07123718804461769,0.06849729619674778,1.04,0.0009960077905155629
0.0721657889941484,0.0721657889941484,1.0,0.00014740203430285703
0.05809978050988051,0.05429886028960795,1.07,0.0004120703205696685
0.08615622616670948,0.08446688839873479,1.02,0.0003130972471012683
0.05630279184290672,0.05413729984894877,1.04,0.00014826995980854463
0.0791548900771295,0.0776028334089505,1.02,0.0006354881390038258
0.05837440407208763,0.059565718440905746,0.98,0.0037516610838910225
0.07369875874551364,0.07369875874551364,1.0,0.0004928886570194635
0.07581171468489568,0.07735889253560785,0.98,0.000811984522263387
0.0617168483802957,0.0611057904755403,1.01,0.00011542772615769081
0.0782621295469018,0.0745353614732398,1.05,0.0002593600470106594
0.066604348232698,0.06466441575990096,1.03,0.00010192488977089909
0.06813845344063522,0.06615383829187886,1.03,0.00038273887174078425
0.06516997074942364,0.0658282532822461,0.99,9.48191512168961e-05
0.06909825609140871,0.06580786294419877,1.05,0.000499674461657662
0.06783740744527111,0.06650726220124618,1.02,0.00028891571798084215
0.06100910181546964,0.06040505130244519,1.01,0.0008780625425313104
0.0706618739295865,0.0692763469897907,1.02,0.00019012557203623714
0.07015346389306619,0.06745525374333287,1.04,0.0009624094069664579
0.052617537254052556,0.0520965715386659,1.01,0.00015577445877568152
0.07625707788019342,0.07625707788019342,1.0,0.00041308868299871904
0.0631109633542163,0.06248610233090723,1.01,0.0003101358673678334
0.06271651806705128,0.060889823366069205,1.03,1.7221701950731472e-05
0.07031429121991373,0.06961811011872646,1.01,0.00038982266240061847
0.06111754940877596,0.06111754940877596,1.0,0.000673129026910857
0.056832330803566825,0.05859003175625446,0.97,0.00012456009385708455
0.07497603538506233,0.07350591704417875,1.02,0.000533210370665671
0.06699138172708997,0.06090125611553634,1.1,0.0002796635884454446
0.08002452061905771,0.07478927160659599,1.07,0.0005955488187243674
0.06868874200057264,0.06419508598184358,1.07,0.00027638295831877713
0.08780689819718067,0.07839901624748273,1.12,0.0002317972587189132
0.07832915556695456,0.0760477238514122,1.03,0.00036921590496596934
0.09416444806738851,0.07593907102208751,1.24,0.001208469667169254
