Stride_Length_m,Gait_Speed_ms,Stride_Time_s,MTC_m
0.6711860309701237,0.6580255205589448,1.02,0.005281292208971777
0.5228944176443412,0.49329662041918976,1.06,0.016177716273321874
0.46859527272417983,0.4462812121182665,1.05,0.023711730265510322
0.39541572087279125,0.3730336989365955,1.06,0.03218512893992731
0.39879743363492864,0.39879743363492864,1.0,0.029426622717906525
0.5118128583491314,0.4695530810542489,1.09,0.03917885702547608
0.6729563617649067,0.634864492231044,1.06,0.027063997475599066
0.7860321881661356,0.734609521650594,1.07,0.021407817215105318
0.8314515269058362,0.8072344921415886,1.03,0.020520936398047418
0.9003187593815591,0.8914047122589694,1.01,0.007599078440159168
0.9013435414935306,0.8503240957486137,1.06,0.01911134788666491
0.8084567049497047,0.7849094222812667,1.03,0.014692583433320472
0.6657335012460595,0.6526799031824112,1.02,0.02239342168008207
0.5670033165151953,0.5349087891652786,1.06,0.01793720655340625
0.39784116998569186,0.4059603775364203,0.98,0.011214391572269555
0.49087483326304926,0.5008926870031115,0.98,0.013066224042280972
0.6528501617395971,0.6528501617395971,1.0,0.018766539779102587
0.7405011438175829,0.7405011438175829,1.0,0.013168623769309384
0.8022924904916461,0.8022924904916461,1.0,0.01800003630333613
0.8278967129948243,0.8535017659740457,0.97,0.04177137598042879
0.7585782067252559,0.7585782067252559,1.0,0.05333308183444352
0.6371608952779281,0.630852371562305,1.01,0.028115886136192536
0.7159356000728279,0.6629033334007665,1.08,0.004331353689659423
0.6667113247626948,0.6873312626419534,0.97,0.000589636218953693
0.660760655031321,0.7341785055903566,0.9,0.018949006623067532
0.7466269998966625,0.6849788989877637,1.09,0.05404278394141837
0.6505898529431828,0.6023980119844285,1.08,0.049459542333304185
0.5956373946732854,0.5566704623114817,1.07,0.07766033993560129
0.5423016320676963,0.5214438769881695,1.04,0.0108439375724938
0.4844657608959962,0.4844657608959962,1.0,0.002893192616487461
0.557348628788915,0.5208865689616028,1.07,0.00103357638795476
0.6617029611178175,0.6487283932527622,1.02,0.004135852262686868
0.7569755624855784,0.7278611177745946,1.04,0.0025581312167020087
0.8544258131024833,0.8376723657867483,1.02,0.0030455452119815263
0.8639592310971954,0.8815910521399953,0.98,0.03763061620030772
0.8733513858877621,0.8733513858877621,1.0,0.03686737852091149
