t_right_s,t_left_s,gait_speed_right,gait_speed_left,stride_length_right,stride_length_left,mtc_right,mtc_left,segmento_right,segmento_left,Asimetria_Velocidad_pct,Asimetria_Zancada_pct,Asimetria_MTC_pct,Gait_Speed_ms
0.13,0.11,0.5921460306135699,0.39775211131436145,0.4796382847969916,0.20683109788346796,0.08170135794248531,-0.03914692896118233,0,0,39.275539788488885,79.48123945405764,567.9704312646959,0.4949490709639657
9.09,8.94,0.4276725753566922,0.3262662399294142,0.24377336795331453,0.17944643196117785,-0.0255720657948687,0.009887013882566298,0,0,26.900415092382804,30.39883105900685,452.1385058295287,0.3769694076430532
9.66,9.49,0.14410791485962177,0.5922815509910183,0.07781827402419576,0.3316776685549703,-0.025813335889219725,0.006915472905417573,0,0,-121.72190312735908,-123.98628075866561,346.37576558460614,0.36819473292532
10.2,10.05,0.5117122930946312,0.5841917895351754,0.2763246382711009,0.32130548424434646,0.00950557962385894,0.008169308449975488,0,0,-13.227343084007392,-15.053071884636449,15.120561649967598,0.5479520413149033
10.74,10.6,0.08736276966087708,0.3418049868958626,0.048049523313482397,0.1845746929237658,0.011567394344009808,0.007917461706212122,0,0,-118.5747127307063,-117.3782951909396,37.464301798176365,0.21458387827836983
11.29,11.14,0.4967975754303217,0.23043761809847552,0.2782066422409802,0.12674068995416155,-0.0023065896648502403,-0.008320626179598136,0,0,73.25276876092185,74.80772942286139,-113.18178914921747,0.36361759676439864
11.85,11.69,0.32064159875679465,0.5610281448386799,0.16673363135353322,0.29734491676450037,-0.030033846282531963,0.0054916729810075456,0,0,-54.52983905324504,-56.28843907594173,289.5058952365304,0.4408348717977373
12.37,12.22,0.24405240240456658,0.3142881901499789,0.1293477732744203,0.1728585045824884,-0.029014106417159638,-0.00493939595585351,0,0,-25.158761043708576,-28.795385467584456,141.80987985758512,0.27917029627727274
12.9,12.77,0.446491936015278,0.34520207043793794,0.24557056480840292,0.1864091180364865,0.006213590768967228,-0.0011996883404179386,0,0,25.58813499956075,27.390846894602436,295.70894986602707,0.39584700322660793
13.45,13.31,0.06349428174083822,0.44602141862371947,0.03492185495746103,0.22747092349809694,0.007322308160456346,0.006534026062333867,0,0,-150.1532284909704,-146.76399988900485,11.377931355407853,0.25475785018227887
14.0,13.82,0.8871731803803947,0.11598676755096403,0.4524583219940013,0.06379272215303022,0.0040810422738504215,-0.008035520300637537,0,0,153.7514360336482,150.5723249366549,-612.8021191374414,0.5015799739656793
14.51,14.37,0.2765932946569391,0.30958360255314954,0.14382851322160833,0.15788763730210625,-0.02615970601447229,-0.0063492655833396,0,0,-11.256092846111109,-9.31943752834861,121.87675867584866,0.29308844860504435
15.03,14.88,0.68295362989555,0.3167127088075491,0.3619654238446415,0.17102486275607653,-0.049754136409599733,-0.008431874004262917,0,0,73.27263245917385,71.64879581815168,142.03504282703634,0.49983316935154953
15.56,15.42,0.3672695420120362,0.1240715239739613,0.19832555268649957,0.06327647722672027,0.009988848463063289,2.4108645344465048e-05,0,0,98.99356470440257,103.24772747717482,199.03690208263365,0.24567053299299876
16.1,15.93,0.13734592429728643,0.5062450239629023,0.06729950290567034,0.26830986270033824,0.020513249727011906,0.001197271470305121,0,0,-114.63775264796875,-119.7882898361339,177.94117498288196,0.32179547413009435
16.59,16.46,0.6396655182920875,0.320644758414963,0.3518160350606482,0.1699417219599304,-0.004599830967043053,-0.03524534048745933,0,0,66.44118419123075,69.71599776083232,-153.82295220091683,0.48015513835352525
17.14,16.99,0.3950893136700877,0.7495547235452189,0.24495537447545437,0.4722194758334879,-0.027499192029704005,-0.043727954613491646,0,0,-61.93460994869211,-63.37759927307363,-45.56903750499453,0.5723220186076533
17.76,17.62,0.34988657813035606,0.6844988835257951,0.18194102062778517,0.3627844082686714,-0.014048273626496105,-0.01432823576181319,0,0,-64.69779744577856,-66.3979972468888,-1.9731964314992587,0.5171927308280756
18.28,18.15,0.24743724193105746,0.21212890139239313,0.13361611064277104,0.1081857397101205,0.012176182924233161,-0.0013246365533734561,0,0,15.365945055623346,21.03405817245554,248.82756827840063,0.2297830716617253
18.82,18.66,0.2881576360493288,0.4391105120571819,0.1440788180246644,0.23272857139030642,0.013493033508679649,0.004696123390352962,0,0,-41.51230227829132,-47.053086460580914,96.72696944842507,0.3636340740532553
19.32,19.19,0.30300924556804654,0.5452860606155296,0.15453471523970375,0.2671901697016095,-0.008721866948724528,-0.009383730311424964,0,0,-57.120866585357,-53.426040760000575,-7.311146417215416,0.4241476530917881
19.83,19.68,0.504883158321809,0.378531904245255,0.27263690549377684,0.19305127116508006,-0.0610222123961676,-0.013661767132110333,0,0,28.605184455288153,34.179795974076356,126.82892787234233,0.441707531283532
20.37,20.19,0.679743242530382,0.39790705611258864,0.33307418883988715,0.20691166917854611,-0.009662408496449722,-0.023689938226807178,0,0,52.30568520654522,46.72808288880569,-84.11719778971911,0.5388251493214853
20.86,20.71,0.7571911725327972,0.5574449221796097,0.39373940971705457,0.284296910311601,0.0005814361667479018,0.0022720658263767858,0,0,30.388067261592184,32.28219379186893,-118.49507473289573,0.6573180473562035
21.38,21.22,0.2936400013992138,0.13606433758587283,0.1615020007695676,0.0721140989205126,0.013689730812217506,0.00877122308126978,0,0,73.34143480399429,76.52546375668355,43.79607165636791,0.21485216949254332
21.93,21.75,0.3142530269571225,0.5724172975278338,0.15398398320899,0.28048447578863855,-0.020219792994840394,0.0045624411631447585,0,0,-58.232302004845415,-58.23230200484543,316.55716016827,0.44333516224247815
22.42,22.24,0.5178502879742675,0.4963915988713686,0.26410364686687643,0.2581236314131117,-0.047263262201935184,0.001358661671552192,0,0,4.231473651642791,2.2901965111667772,211.8390022425132,0.507120943422818
22.93,22.76,0.5532866649678266,0.28722483251142195,0.2821761991335916,0.15222916123105365,-0.00826716105054983,-0.05009796069270931,0,0,63.30950457057216,59.82754807328288,-143.34177122483504,0.4202557487396243
23.44,23.29,0.6643552407833624,0.22546880375303288,0.34546472520734844,0.1172437779515771,-0.014767631774372552,-0.009285886333275555,0,0,98.6456681464463,98.6456681464463,45.57957315486427,0.44491202226819765
23.96,23.81,0.29667650279029134,0.3351695512692724,0.14833825139514567,0.17763986217271438,-0.002657872593177432,-0.006212912331796073,0,0,-12.184312375353485,-17.977655282963585,-80.15163863595215,0.31592302702978187
24.46,24.34,1.5271467176494025,0.19280585012143464,0.8399306947071714,0.10218710056436037,0.008151444111238582,-0.0031385749909007103,0,0,155.1601936624746,156.61387521720312,450.44140715081494,0.8599762838854186
25.01,24.87,0.9049672439128845,0.2521927496306966,0.43438427707818456,0.1336621573042692,-0.0003885961817581199,0.0009425736150326935,0,0,112.82355040346509,105.87941462948979,-480.5862899224026,0.5785799967717906
25.49,25.4,0.1916993128709586,0.830023030539271,0.09776664956418889,0.4316119758804209,-0.008780769869298814,-0.004533566386591084,0,0,-124.95052531351372,-126.12724060622773,63.79895176267436,0.5108611717051148
